#t,ms massf-Ar
4.83526 9.920018368243417317e-01
4.83754 9.919980916266085691e-01
4.84039 9.919933900723141296e-01
4.84267 9.919896119628067721e-01
4.84552 9.919848715927626071e-01
4.8478 9.919810646760414130e-01
4.85008 9.919772403891169432e-01
4.85294 9.919724291232627778e-01
4.85523 9.919685642888873556e-01
4.85751 9.919646920603435447e-01
4.86037 9.919598331292116544e-01
4.86265 9.919559351395212943e-01
4.8655 9.919510481287325820e-01
4.86778 9.919471164226029147e-01
4.87008 9.919431652021262202e-01
4.87294 9.919382180164587615e-01
4.87522 9.919342636580757988e-01
4.8775 9.919302992079145342e-01
4.88036 9.919253245496794102e-01
4.88264 9.919213299582768650e-01
4.8855 9.919163119231758641e-01
4.88779 9.919122784124156933e-01
4.89008 9.919082344862371059e-01
4.89292 9.919031749382531959e-01
4.8952 9.918991133348694644e-01
4.89806 9.918940039088820493e-01
4.90035 9.918899072680702478e-01
4.90264 9.918858003937947032e-01
4.9055 9.918806596265253850e-01
4.90779 9.918765510097078408e-01
4.91007 9.918724473621538529e-01
4.91293 9.918673150081361856e-01
4.91521 9.918632039576922299e-01
4.91807 9.918580625923419936e-01
4.92035 9.918539524591328815e-01
4.92263 9.918498392605528124e-01
4.92549 9.918446946120668128e-01
4.92777 9.918405755113797184e-01
4.93005 9.918364477229735243e-01
4.93291 9.918312657191308279e-01
4.93521 9.918271169137787835e-01
4.93806 9.918219443347573439e-01
4.94035 9.918178058367621563e-01
4.94263 9.918136719874705021e-01
4.94548 9.918085094429104354e-01
4.94777 9.918043721812005442e-01
4.95006 9.918002281428638378e-01
4.95293 9.917950582672162563e-01
4.95521 9.917909403289901782e-01
