#t,ms massf-e
0.185458 0.000000000000000000e+00
0.187895 0.000000000000000000e+00
0.190332 0.000000000000000000e+00
0.192769 0.000000000000000000e+00
0.195206 0.000000000000000000e+00
0.197644 0.000000000000000000e+00
0.200084 0.000000000000000000e+00
0.202524 0.000000000000000000e+00
0.205454 0.000000000000000000e+00
0.207897 0.000000000000000000e+00
0.210342 0.000000000000000000e+00
0.212788 0.000000000000000000e+00
0.215236 0.000000000000000000e+00
0.217684 0.000000000000000000e+00
0.220132 0.000000000000000000e+00
0.222581 0.000000000000000000e+00
0.225029 0.000000000000000000e+00
0.227969 0.000000000000000000e+00
0.23042 0.000000000000000000e+00
0.232872 0.000000000000000000e+00
0.235324 0.000000000000000000e+00
0.237778 0.000000000000000000e+00
0.240232 0.000000000000000000e+00
0.242687 0.000000000000000000e+00
0.245143 0.000000000000000000e+00
0.247601 0.000000000000000000e+00
0.250059 0.000000000000000000e+00
0.252517 0.000000000000000000e+00
0.255468 0.000000000000000000e+00
0.257927 0.000000000000000000e+00
0.260387 0.000000000000000000e+00
0.262847 0.000000000000000000e+00
0.265308 0.000000000000000000e+00
0.267769 0.000000000000000000e+00
0.27023 0.000000000000000000e+00
0.272692 0.000000000000000000e+00
0.275154 0.000000000000000000e+00
0.277616 0.000000000000000000e+00
0.280079 0.000000000000000000e+00
0.282542 0.000000000000000000e+00
0.285005 0.000000000000000000e+00
0.287961 0.000000000000000000e+00
0.290425 0.000000000000000000e+00
0.292888 0.000000000000000000e+00
0.295351 0.000000000000000000e+00
0.297815 0.000000000000000000e+00
0.300278 0.000000000000000000e+00
0.302742 0.000000000000000000e+00
0.305205 0.000000000000000000e+00
0.307668 0.000000000000000000e+00
0.310131 0.000000000000000000e+00
0.312594 0.000000000000000000e+00
0.315058 0.000000000000000000e+00
0.317521 0.000000000000000000e+00
0.320477 0.000000000000000000e+00
0.322941 0.000000000000000000e+00
0.325404 0.000000000000000000e+00
0.327867 0.000000000000000000e+00
0.33033 0.000000000000000000e+00
0.332793 0.000000000000000000e+00
0.335256 0.000000000000000000e+00
0.337719 0.000000000000000000e+00
0.340182 0.000000000000000000e+00
0.342644 0.000000000000000000e+00
0.345107 0.000000000000000000e+00
0.347569 0.000000000000000000e+00
0.350032 0.000000000000000000e+00
0.352987 0.000000000000000000e+00
0.355449 0.000000000000000000e+00
0.357912 0.000000000000000000e+00
0.360375 0.000000000000000000e+00
0.362838 0.000000000000000000e+00
0.365301 0.000000000000000000e+00
0.367764 0.000000000000000000e+00
0.370227 0.000000000000000000e+00
0.372691 0.000000000000000000e+00
0.375154 0.000000000000000000e+00
0.377618 0.000000000000000000e+00
0.380082 0.000000000000000000e+00
0.382546 0.000000000000000000e+00
0.38501 0.000000000000000000e+00
0.387967 0.000000000000000000e+00
0.390432 0.000000000000000000e+00
0.392896 0.000000000000000000e+00
0.395361 0.000000000000000000e+00
0.397825 0.000000000000000000e+00
0.40029 0.000000000000000000e+00
0.402754 0.000000000000000000e+00
0.405219 0.000000000000000000e+00
0.407684 0.000000000000000000e+00
0.410149 0.000000000000000000e+00
0.412614 0.000000000000000000e+00
0.41508 0.000000000000000000e+00
0.417545 0.000000000000000000e+00
0.42001 0.000000000000000000e+00
0.422969 0.000000000000000000e+00
0.425435 0.000000000000000000e+00
0.4279 0.000000000000000000e+00
0.430367 0.000000000000000000e+00
0.432833 0.000000000000000000e+00
0.4353 0.000000000000000000e+00
0.437766 0.000000000000000000e+00
0.440233 0.000000000000000000e+00
0.4427 0.000000000000000000e+00
0.445166 0.000000000000000000e+00
0.447633 0.000000000000000000e+00
0.4501 0.000000000000000000e+00
0.452567 0.000000000000000000e+00
0.455035 0.000000000000000000e+00
0.457502 0.000000000000000000e+00
0.460463 0.000000000000000000e+00
0.462931 0.000000000000000000e+00
0.465399 0.000000000000000000e+00
0.467867 0.000000000000000000e+00
0.470334 0.000000000000000000e+00
0.472802 0.000000000000000000e+00
0.475269 0.000000000000000000e+00
0.477736 0.000000000000000000e+00
0.480203 0.000000000000000000e+00
0.48267 0.000000000000000000e+00
0.485137 0.000000000000000000e+00
0.487604 0.000000000000000000e+00
0.490071 0.000000000000000000e+00
0.492538 0.000000000000000000e+00
0.495005 0.000000000000000000e+00
0.497965 0.000000000000000000e+00
0.500431 0.000000000000000000e+00
0.502898 0.000000000000000000e+00
0.505364 0.000000000000000000e+00
0.50783 0.000000000000000000e+00
0.510296 0.000000000000000000e+00
0.512761 0.000000000000000000e+00
0.515227 0.000000000000000000e+00
0.517693 0.000000000000000000e+00
0.520158 0.000000000000000000e+00
0.522624 0.000000000000000000e+00
0.525089 0.000000000000000000e+00
0.527554 0.000000000000000000e+00
0.530019 0.000000000000000000e+00
0.532976 0.000000000000000000e+00
0.53544 0.000000000000000000e+00
0.537904 0.000000000000000000e+00
0.540368 0.000000000000000000e+00
0.542831 0.000000000000000000e+00
0.545294 0.000000000000000000e+00
0.547757 0.000000000000000000e+00
0.55022 0.000000000000000000e+00
0.552682 0.000000000000000000e+00
0.555143 0.000000000000000000e+00
0.557605 0.000000000000000000e+00
0.560066 0.000000000000000000e+00
0.562527 0.000000000000000000e+00
0.56548 0.000000000000000000e+00
0.56794 0.000000000000000000e+00
0.5704 0.000000000000000000e+00
0.57286 0.000000000000000000e+00
0.57532 0.000000000000000000e+00
0.577779 0.000000000000000000e+00
0.580238 0.000000000000000000e+00
0.582696 0.000000000000000000e+00
0.585154 0.000000000000000000e+00
0.587611 0.000000000000000000e+00
0.590068 0.000000000000000000e+00
0.592525 0.000000000000000000e+00
0.595472 0.000000000000000000e+00
0.597928 0.000000000000000000e+00
0.600383 0.000000000000000000e+00
0.602838 0.000000000000000000e+00
0.605293 0.000000000000000000e+00
0.607747 0.000000000000000000e+00
0.6102 0.000000000000000000e+00
0.612653 0.000000000000000000e+00
0.615106 0.000000000000000000e+00
0.617558 0.000000000000000000e+00
0.62001 0.000000000000000000e+00
0.622952 0.000000000000000000e+00
0.625403 0.000000000000000000e+00
0.627854 0.000000000000000000e+00
0.630304 0.000000000000000000e+00
0.632754 0.000000000000000000e+00
0.635204 0.000000000000000000e+00
0.637652 0.000000000000000000e+00
0.640101 0.000000000000000000e+00
0.642549 0.000000000000000000e+00
0.645486 0.000000000000000000e+00
0.647933 0.000000000000000000e+00
0.650379 0.000000000000000000e+00
0.652825 0.000000000000000000e+00
0.65527 0.000000000000000000e+00
0.657715 0.000000000000000000e+00
0.660159 0.000000000000000000e+00
0.662603 0.000000000000000000e+00
0.665047 0.000000000000000000e+00
0.667978 0.000000000000000000e+00
0.67042 0.000000000000000000e+00
0.672862 0.000000000000000000e+00
0.675304 0.000000000000000000e+00
0.677745 0.000000000000000000e+00
0.680185 0.000000000000000000e+00
0.682625 0.000000000000000000e+00
0.685064 0.000000000000000000e+00
0.687503 0.000000000000000000e+00
0.690429 0.000000000000000000e+00
0.692867 0.000000000000000000e+00
0.695304 0.000000000000000000e+00
0.697741 0.000000000000000000e+00
0.700177 0.000000000000000000e+00
0.702612 0.000000000000000000e+00
0.705047 0.000000000000000000e+00
0.707968 0.000000000000000000e+00
0.710402 0.000000000000000000e+00
0.712835 0.000000000000000000e+00
0.715267 0.000000000000000000e+00
0.7177 0.000000000000000000e+00
0.720131 0.000000000000000000e+00
0.722562 0.000000000000000000e+00
0.725477 0.000000000000000000e+00
0.727907 0.000000000000000000e+00
0.730336 0.000000000000000000e+00
0.732764 0.000000000000000000e+00
0.735192 0.000000000000000000e+00
0.737619 0.000000000000000000e+00
0.740045 0.000000000000000000e+00
0.742957 0.000000000000000000e+00
0.745382 0.000000000000000000e+00
0.747807 0.000000000000000000e+00
0.75023 0.000000000000000000e+00
0.752654 0.000000000000000000e+00
0.755076 0.000000000000000000e+00
0.757982 0.000000000000000000e+00
0.760403 0.000000000000000000e+00
0.762822 0.000000000000000000e+00
0.765241 0.000000000000000000e+00
0.767658 0.000000000000000000e+00
0.770075 0.000000000000000000e+00
0.772973 0.000000000000000000e+00
0.775388 0.000000000000000000e+00
0.777801 0.000000000000000000e+00
0.780214 0.000000000000000000e+00
0.782625 0.000000000000000000e+00
0.785035 0.000000000000000000e+00
0.787926 0.000000000000000000e+00
0.790334 0.000000000000000000e+00
0.792739 0.000000000000000000e+00
0.795145 0.000000000000000000e+00
0.797548 0.000000000000000000e+00
0.800431 0.000000000000000000e+00
0.802831 0.000000000000000000e+00
0.805231 0.000000000000000000e+00
0.807629 0.000000000000000000e+00
0.810027 0.000000000000000000e+00
0.812902 0.000000000000000000e+00
0.815296 0.000000000000000000e+00
0.817689 0.000000000000000000e+00
0.820081 0.000000000000000000e+00
0.82295 0.000000000000000000e+00
0.825339 0.000000000000000000e+00
0.827728 0.000000000000000000e+00
0.830115 0.000000000000000000e+00
0.832501 0.000000000000000000e+00
0.835362 0.000000000000000000e+00
0.837745 0.000000000000000000e+00
0.840127 0.000000000000000000e+00
0.842508 0.000000000000000000e+00
0.845363 0.000000000000000000e+00
0.847741 0.000000000000000000e+00
0.850117 0.000000000000000000e+00
0.852968 0.000000000000000000e+00
0.855342 2.507970695776512037e-14
0.857715 5.401651422023587390e-12
0.860086 1.971568150593164019e-11
0.86293 4.364868444802974697e-11
0.865299 6.997898158343519819e-11
0.867666 1.022492538956934729e-10
0.870033 1.390440349831772935e-10
0.872871 1.866724874108135719e-10
0.875235 2.276592992971656251e-10
0.877597 2.689563326775506159e-10
0.880431 3.184027042429601784e-10
0.882791 3.592929850408314107e-10
0.88515 3.997740938682577914e-10
0.887508 4.396830794057399495e-10
0.890336 4.867805446549209241e-10
0.892691 5.254055047609923477e-10
0.895046 5.635438554656773611e-10
0.897869 6.086326481336869916e-10
0.900221 6.456891042092055267e-10
0.902572 6.822842451799602085e-10
0.905391 7.256565150172129462e-10
0.907739 7.613588446112829828e-10
0.910086 7.966832605168313682e-10
0.912901 8.385962055794763419e-10
0.915245 8.731590697884877513e-10
0.917589 9.074294764706128505e-10
0.920399 9.482071113087896965e-10
0.922741 9.819488672261267820e-10
0.92508 1.015490538937320345e-09
0.927887 1.055537374333820010e-09
0.930224 1.088742344433695722e-09
0.932562 1.121837950936547634e-09
0.935364 1.161391632695268848e-09
0.937699 1.194252545710689544e-09
0.940032 1.227010471770523553e-09
0.94283 1.266212229875171747e-09
0.945161 1.298783921354170582e-09
0.947956 1.337763362835791671e-09
0.950285 1.370158045873405357e-09
0.952612 1.402468677657320208e-09
0.955404 1.441140037383664347e-09
0.957728 1.473269682182764244e-09
0.960052 1.505327604706532028e-09
0.962839 1.543680638334393198e-09
0.965161 1.575562566796063299e-09
0.967945 1.613694870190432920e-09
0.970264 1.645386826860929175e-09
0.972582 1.676981042467910743e-09
0.975363 1.714781708973331046e-09
0.977678 1.746178426757159692e-09
0.980456 1.783738420472085291e-09
0.98277 1.814945820230371884e-09
0.985082 1.846070649152214542e-09
0.987856 1.883328622338843260e-09
0.990166 1.914296310437142826e-09
0.992938 1.951389279560176403e-09
0.995245 1.982227121091994298e-09
0.997553 2.013030558505608928e-09
1.00032 2.049923832543584717e-09
1.00262 2.080646775528642084e-09
1.00539 2.117489442101396804e-09
1.00769 2.148209531542878934e-09
1.01045 2.185138092329047509e-09
1.01275 2.216031368572961191e-09
1.01505 2.247117173580249448e-09
1.01781 2.284795248488240933e-09
1.02011 2.316635505850039862e-09
1.02286 2.355522891936989815e-09
1.02516 2.388646182919239041e-09
1.02791 2.429389862847272942e-09
1.0302 2.464310087699512624e-09
1.03295 2.507470145095488439e-09
1.03524 2.544558369934231001e-09
1.03753 2.582678542096330163e-09
1.04027 2.629724865937468969e-09
1.04256 2.669839232542640332e-09
1.0453 2.718669169047626745e-09
1.04759 2.759563288003333969e-09
1.05033 2.808336997922631553e-09
1.05261 2.848371241255624085e-09
1.05535 2.895221292757057930e-09
1.05763 2.933064226763432749e-09
1.06036 2.976829005108070692e-09
1.06264 3.011894983650142368e-09
1.06537 3.052329024543552685e-09
1.06765 3.084756198150845221e-09
1.07038 3.122271671438699531e-09
1.07265 3.152404990734792903e-09
1.07538 3.187189833132147410e-09
1.07765 3.214900207917435121e-09
1.08038 3.246417822823186302e-09
1.08264 3.270977464473369661e-09
1.08537 3.298103369583191479e-09
1.08763 3.318469930411641796e-09
1.09035 3.339911051177890946e-09
1.09262 3.354956374039482263e-09
1.09533 3.369397704162976331e-09
1.0976 3.378250577717067630e-09
1.10031 3.383930551321107617e-09
1.10257 3.385669105840917185e-09
1.10528 3.382616523893419053e-09
1.10754 3.374752134232531749e-09
1.11025 3.355357866279291256e-09
1.1125 3.330509995284191949e-09
1.11521 3.289509775773756819e-09
1.11791 3.235394546643826886e-09
1.12017 3.179703884447758019e-09
1.12287 3.099626393969343447e-09
1.12512 3.021522778083292759e-09
1.12782 2.914080971809312741e-09
1.13007 2.813156212542605659e-09
1.13276 2.678901287893370000e-09
1.13501 2.556672031921809571e-09
1.1377 2.398800106473733911e-09
1.14039 2.230467771565066917e-09
1.14264 2.083801192623621593e-09
1.14533 1.902513159452342631e-09
1.14757 1.748943254239009227e-09
1.15025 1.564512389748855460e-09
1.15294 1.382816338714831423e-09
1.15518 1.235801552774841565e-09
1.15786 1.067162587311151008e-09
1.1601 9.348692972270824298e-10
1.16278 7.878751470498994063e-10
1.16501 6.762326160506830736e-10
1.16769 5.562923033390405410e-10
1.17036 4.518895520650336405e-10
1.17259 3.766664657919893747e-10
1.17526 2.999007860320874162e-10
1.17794 2.368594487007808893e-10
1.18017 1.938188863053669314e-10
1.18284 1.522375304054417419e-10
1.18507 1.248422340083568142e-10
1.18775 9.925086024260491200e-11
1.19043 8.007302160679058469e-11
1.19267 6.777614993214686362e-11
1.19535 5.606473994135288252e-11
1.19758 4.806168465988172083e-11
1.20027 3.995500007568726444e-11
1.2025 3.417808375236808789e-11
1.20519 2.822240790251847850e-11
1.20788 2.319066774092850297e-11
1.21012 1.962128111969096865e-11
1.21281 1.599436801047743061e-11
1.21505 1.345463956647125561e-11
1.21774 1.090529489429579387e-11
1.22043 8.820188007374683776e-12
1.22268 7.381457710458517264e-12
1.22537 5.954258494378160325e-12
1.22762 4.974100127892970540e-12
1.23032 4.004258830111104852e-12
1.23257 3.339213780272846683e-12
1.23527 2.681566943534222491e-12
1.23752 2.230948227010953300e-12
1.24022 1.786013283244983393e-12
1.24292 1.427198755447176086e-12
1.24517 1.182259778027637476e-12
1.24788 9.416151174764259878e-13
1.25013 7.779746731154305721e-13
1.25284 6.177439725178404261e-13
1.2551 5.091421048153500358e-13
1.25781 4.030918275968608270e-13
1.26007 3.313922530518436424e-13
1.26278 2.615490259944195525e-13
1.26504 2.144344954157327322e-13
1.26776 1.686760851047361269e-13
1.27002 1.379020462937751542e-13
1.27274 1.081072580353503538e-13
1.275 8.812159927126989420e-14
1.27772 6.882438998744929452e-14
1.28044 5.362807285764625760e-14
1.28271 4.348506538769560441e-14
1.28543 3.373462317308453224e-14
1.2877 2.724955496282393144e-14
1.29043 2.104064201117074600e-14
1.2927 1.692699895854915002e-14
1.29543 1.300469567129247767e-14
1.2977 1.041591525961755068e-14
1.30043 7.957579734985347177e-15
1.30271 6.341378221452258251e-15
1.30544 4.813170838700057335e-15
1.30772 3.813202849850771179e-15
1.31045 2.872136684131192746e-15
1.31273 2.259659312022662087e-15
1.31501 1.771323622438214931e-15
1.31775 1.315408781812933344e-15
1.32003 1.021283852643066431e-15
1.32277 7.485292439641228771e-16
1.32506 5.738629971096883610e-16
1.3278 4.130874343258729394e-16
1.33008 3.110548107473237966e-16
1.33283 2.180613241715148042e-16
1.33512 1.597931043576169691e-16
1.33786 1.076026929928014780e-16
1.34015 7.489149892775724135e-17
1.3429 4.695440412136562616e-17
1.34519 2.681447996134292429e-17
1.34794 5.681439060219244772e-18
1.35024 0.000000000000000000e+00
1.35253 0.000000000000000000e+00
1.35528 0.000000000000000000e+00
1.35758 3.714203128329898531e-91
1.36033 6.479947743571521774e-90
1.36263 1.817670463087832062e-89
1.36539 4.032438211633862358e-89
1.36769 6.486502490997133423e-89
1.37045 9.879663201764690719e-89
1.37275 1.282751201121060411e-88
1.37505 1.561613261687822488e-88
1.37781 1.837912917989635175e-88
1.38012 1.998610690567040788e-88
1.38288 2.074241521238757304e-88
1.38518 2.056028475593618887e-88
1.38795 1.928497682051244153e-88
1.39026 1.711595923733803675e-88
1.39256 1.429798228292918113e-88
1.39533 1.050914992809285810e-88
1.39764 7.401381965992885227e-89
1.40041 4.139647045204395640e-89
1.40272 2.053173168277793156e-89
1.40504 6.489318152897583052e-90
1.40781 0.000000000000000000e+00
1.41012 4.643171146685018719e-91
1.4129 5.816136236069566236e-90
1.41521 1.476760008154909475e-89
1.41753 2.580782326973181861e-89
1.42031 3.987806567989453930e-89
1.42262 5.056898863764579730e-89
1.4254 6.061019061489931484e-89
1.42772 6.583381490687407952e-89
1.43004 6.759386159027273678e-89
1.43283 6.620323380262460731e-89
1.43515 6.245798844749834434e-89
1.43793 5.443909954019159782e-89
1.44025 4.593058352097170538e-89
1.44258 3.655557279647971917e-89
1.44536 2.538336946242836647e-89
1.44769 1.700557803055826378e-89
1.45001 1.009189551125807406e-89
1.4528 4.188717415020817101e-90
1.45513 1.257770047778651790e-90
1.45792 0.000000000000000000e+00
1.46025 1.514007719868559538e-93
1.46258 3.693145874911355236e-91
1.46538 1.355616777861602915e-90
1.46771 2.375499842135469212e-90
1.47004 3.423874088003225939e-90
1.47284 4.513657983624125196e-90
1.47517 5.183288901077446398e-90
1.4775 5.534481462033647477e-90
1.48031 5.620183649548869808e-90
1.48264 5.392534627819741278e-90
1.48545 4.783234396287408218e-90
1.48779 4.054418980178257170e-90
1.49013 3.228410163041246079e-90
1.49293 2.231401231599695651e-90
1.49528 1.484026466647300405e-90
1.49762 8.715166061457394804e-91
1.50043 3.545330931447260802e-91
1.50278 1.041651782122439796e-91
1.50513 0.000000000000000000e+00
1.50794 0.000000000000000000e+00
1.5103 4.547476867160000805e-93
1.51265 2.538811729426107176e-92
1.515 5.349601042327642564e-92
1.51783 9.094427611075925779e-92
1.52019 1.194189532716631143e-91
1.52255 1.420367287978041710e-91
1.52538 1.573868483579819287e-91
1.52775 1.612919541740540221e-91
1.53012 1.563616648978718514e-91
1.53297 1.404781614358187706e-91
1.53534 1.194606918421748332e-91
1.53772 9.498763200863211349e-92
1.5401 6.980514195204065399e-92
1.54297 4.229983606600871132e-92
1.54536 2.383965787232590045e-92
1.54775 1.068147581301981737e-92
1.55015 2.655422278781860727e-93
1.55255 0.000000000000000000e+00
1.55544 2.505029965606526131e-94
1.55785 2.202570686080597800e-93
1.56027 5.634391049105607823e-93
1.56269 9.822451819875467092e-93
1.56512 1.422189115521211361e-92
1.56755 1.832542736767271925e-92
1.57048 2.228554267925197303e-92
1.57293 2.455069077895544144e-92
1.57538 2.560542760148521306e-92
1.57784 2.571383402180822149e-92
1.58031 2.477899801840852293e-92
1.58278 2.259187237173950226e-92
1.58526 1.930797558581807776e-92
1.58775 1.509771255796753544e-92
1.59024 1.062352898377465156e-92
1.59274 5.893613895505366543e-93
1.59524 2.077755261494707248e-93
1.59776 0.000000000000000000e+00
1.60028 0.000000000000000000e+00
1.60281 0.000000000000000000e+00
1.60534 0.000000000000000000e+00
1.60789 0.000000000000000000e+00
1.61044 2.249723064653797563e-94
1.613 1.080768085626646834e-93
1.61505 1.983221231698753381e-93
1.61763 3.071067727793494079e-93
1.62021 3.942413296017149922e-93
1.62281 4.303740131653063160e-93
1.62541 4.127548167675756487e-93
1.6275 3.708279553969930132e-93
1.63012 3.058037073150228834e-93
1.63275 2.393333369449530004e-93
1.63539 1.929714909907333536e-93
1.6375 1.743931521279559385e-93
1.64016 1.705644451706381983e-93
1.64282 1.810020018463637917e-93
1.6455 1.937011436044079863e-93
1.64764 1.970997440660781976e-93
1.65034 1.937422103885796353e-93
1.65304 1.765066970659729783e-93
1.65521 1.516618037206218971e-93
1.65793 1.110317473610642179e-93
1.66011 7.764014540147462852e-94
1.66285 4.137000764100096097e-94
1.66505 2.044112848433894739e-94
1.6678 3.801531318553957935e-95
1.67001 0.000000000000000000e+00
1.67278 0.000000000000000000e+00
1.675 0.000000000000000000e+00
1.67779 3.953677998639592017e-99
1.68002 1.321442226378804463e-98
1.68282 2.439525190450057002e-98
1.68506 3.140852383548566960e-98
1.68788 3.550439323260326262e-98
1.69013 3.493684651712168439e-98
1.69296 3.012042332395646200e-98
1.69523 2.371296382711907659e-98
1.69807 1.470816819333290207e-98
1.70035 8.304984308634660779e-99
1.70263 3.554404618224042200e-99
1.7055 0.000000000000000000e+00
1.7078 0.000000000000000000e+00
1.7101 0.000000000000000000e+00
1.71299 0.000000000000000000e+00
1.7153 1.671882779429937583e-101
1.71763 6.616022516545110759e-101
1.72054 1.505321928303964114e-100
1.72287 2.188660050621903341e-100
1.72521 2.756722227901997521e-100
1.72756 3.115375055955116558e-100
1.7305 3.264077184227180751e-100
1.73285 3.133485675901887142e-100
1.7352 2.831007472908138781e-100
1.73755 2.361965503494345314e-100
1.74038 1.712940710446574249e-100
1.74265 1.200904948064644936e-100
1.74536 6.775937135589185614e-101
1.74803 3.015756601122111724e-101
1.7502 1.124622220787352448e-101
1.75291 0.000000000000000000e+00
1.75507 0.000000000000000000e+00
1.75774 6.428841084535539627e-104
1.76038 1.146596110221799827e-102
1.76298 2.606900262051066941e-102
1.76506 3.821227421556619937e-102
1.76768 5.115023928272667024e-102
1.77029 5.881546218450167067e-102
1.7729 6.122153513933794994e-102
1.77551 5.803930744347217064e-102
1.77758 5.242040594782926753e-102
1.78018 4.166958208416040265e-102
1.78281 2.946663881307449258e-102
1.78543 1.802005925419425355e-102
1.7875 1.058628388669083423e-102
1.7901 4.151370532063954936e-103
1.79275 4.527429330596763689e-104
1.79542 0.000000000000000000e+00
1.79754 0.000000000000000000e+00
1.80017 0.000000000000000000e+00
1.8028 0.000000000000000000e+00
1.80542 0.000000000000000000e+00
1.80752 0.000000000000000000e+00
1.81016 0.000000000000000000e+00
1.81279 0.000000000000000000e+00
1.81541 0.000000000000000000e+00
1.81751 0.000000000000000000e+00
1.82013 0.000000000000000000e+00
1.82276 0.000000000000000000e+00
1.82544 0.000000000000000000e+00
1.82759 0.000000000000000000e+00
1.83023 0.000000000000000000e+00
1.83288 0.000000000000000000e+00
1.83501 0.000000000000000000e+00
1.83768 1.869637806480028727e-106
1.84033 5.064362955958831052e-106
1.84297 7.408043359207462377e-106
1.84508 8.288678475155454202e-106
1.84771 8.134987568900657608e-106
1.85038 6.682498635641242915e-106
1.85253 5.022182843222802225e-106
1.85521 2.777597021513667668e-106
1.85789 1.031446530718579677e-106
1.86004 4.894554213301402931e-108
1.86273 0.000000000000000000e+00
1.86542 0.000000000000000000e+00
1.86754 0.000000000000000000e+00
1.8702 0.000000000000000000e+00
1.8729 2.684301181635776321e-109
1.87506 5.477443149465931605e-109
1.87775 8.315705120139630037e-109
1.88044 9.812546496843307190e-109
1.88259 9.911983612519401818e-109
1.88528 8.694137761850137422e-109
1.88798 6.651183254624008253e-109
1.89014 4.639600374912448682e-109
1.89283 2.427786234264465418e-109
1.89551 8.263506836749425844e-110
1.89765 2.612185894448144357e-111
1.90034 0.000000000000000000e+00
1.90302 2.292135801313655669e-111
1.90518 1.800794219385448525e-110
1.90787 4.469810062519831435e-110
1.91051 6.533290536991690506e-110
1.91263 7.429437945397018530e-110
1.91533 7.564411785222088644e-110
1.91803 6.573988800734850418e-110
1.92019 5.338001976804767182e-110
1.92288 3.430427520047523073e-110
1.92506 2.044914887612734110e-110
1.9278 7.266530177225299293e-111
1.93051 0.000000000000000000e+00
1.93263 0.000000000000000000e+00
1.9353 4.679110080620212489e-112
1.93798 2.781078390836488116e-111
1.94012 5.053871525789172349e-111
1.9428 7.268459632354164372e-111
1.94548 8.334122668160045694e-111
1.94764 8.289653910138542835e-111
1.95033 7.190371170545088375e-111
1.9525 5.832561976989807042e-111
1.95522 3.749518927417772314e-111
1.95793 1.945159235203977235e-111
1.96008 8.767767916748243489e-112
1.96278 8.850269759015836057e-114
1.96548 0.000000000000000000e+00
1.96763 0.000000000000000000e+00
1.9703 0.000000000000000000e+00
1.97298 5.812325480814729338e-116
1.97513 1.187176036381386399e-115
1.97782 1.802965466036323548e-115
1.9805 2.126943799597275824e-115
1.98264 2.153925026126002407e-115
1.98533 1.900903135993202092e-115
1.98801 1.472688726004603631e-115
1.99016 1.046396899879935385e-115
1.99285 5.660995380460526653e-116
1.995 2.750196718829199411e-116
1.9977 3.179614538709576934e-117
2.00039 0.000000000000000000e+00
2.00253 0.000000000000000000e+00
2.00521 0.000000000000000000e+00
2.00793 6.558460417881378984e-121
2.0101 1.582289807525153586e-120
2.0128 2.531394020880555044e-120
2.0155 3.060196682717325920e-120
2.01765 3.143170161207613014e-120
2.02033 2.808000983055713692e-120
2.02304 2.198154952866517882e-120
2.02521 1.571751418833335578e-120
2.02792 8.564461963835207038e-121
2.03009 4.213209331037794005e-121
2.03279 5.358313546033656636e-122
2.03549 0.000000000000000000e+00
2.03765 0.000000000000000000e+00
2.04033 0.000000000000000000e+00
2.04303 1.556638438066777182e-123
2.0452 3.737924555268035528e-123
2.04791 5.915418739139186765e-123
2.05008 6.895732140238158297e-123
